j1_angle,j2_angle,j3_angle,motor_temperature,torque_nm,current_amp,status,created_at
-54.64,-43.15,-27.25,44.81,21.42,3.96,OPERATIONAL,2026-05-23T17:27:46.928352
-55.81,-42.61,-26.45,44.9,21.91,4.2,OPERATIONAL,2026-05-23T17:27:48.928352
-56.84,-42.0,-25.56,44.79,19.16,3.64,OPERATIONAL,2026-05-23T17:27:50.928352
-57.73,-41.32,-24.57,44.72,18.45,3.66,OPERATIONAL,2026-05-23T17:27:52.928352
-58.47,-40.57,-23.49,44.64,18.83,3.54,OPERATIONAL,2026-05-23T17:27:54.928352
-59.07,-39.76,-22.33,44.59,18.67,3.58,OPERATIONAL,2026-05-23T17:27:56.928352
-59.52,-38.88,-21.09,44.53,15.83,2.95,OPERATIONAL,2026-05-23T17:27:58.928352
-59.83,-37.95,-19.77,44.44,17.52,3.44,OPERATIONAL,2026-05-23T17:28:00.928352
-59.98,-36.95,-18.38,44.35,16.66,3.34,OPERATIONAL,2026-05-23T17:28:02.928352
-59.98,-35.89,-16.93,44.25,13.53,2.77,OPERATIONAL,2026-05-23T17:28:04.928352
-59.84,-34.78,-15.41,44.17,13.03,2.53,OPERATIONAL,2026-05-23T17:28:06.928352
-59.54,-33.61,-13.84,44.07,12.56,2.45,OPERATIONAL,2026-05-23T17:28:08.928352
-59.09,-32.39,-12.22,91.75,11.72,2.28,WARNING,2026-05-23T17:28:10.928352
-58.5,-31.11,-10.56,44.01,12.05,2.29,OPERATIONAL,2026-05-23T17:28:12.928352
-57.76,-29.79,-8.86,43.93,9.94,2.17,OPERATIONAL,2026-05-23T17:28:14.928352
-56.88,-28.41,-7.12,43.86,11.14,2.37,OPERATIONAL,2026-05-23T17:28:16.928352
-55.85,-26.99,-5.36,43.8,9.63,2.01,OPERATIONAL,2026-05-23T17:28:18.928352
-54.69,-25.53,-3.58,43.69,7.5,1.45,OPERATIONAL,2026-05-23T17:28:20.928352
-53.39,-24.03,-1.79,43.6,7.49,1.51,OPERATIONAL,2026-05-23T17:28:22.928352
-51.95,-22.49,0.01,43.49,7.75,1.74,OPERATIONAL,2026-05-23T17:28:24.928352
-50.39,-20.91,1.81,43.43,7.79,1.67,OPERATIONAL,2026-05-23T17:28:26.928352
-48.7,-19.3,3.6,43.31,8.58,1.75,OPERATIONAL,2026-05-23T17:28:28.928352
-46.88,-17.66,5.38,43.24,6.51,1.43,OPERATIONAL,2026-05-23T17:28:30.928352
-44.95,-15.99,7.14,43.16,5.67,1.24,OPERATIONAL,2026-05-23T17:28:32.928352
-42.91,-14.3,8.88,43.11,8.49,1.64,OPERATIONAL,2026-05-23T17:28:34.928352
-40.76,-12.58,10.58,43.05,7.72,1.69,OPERATIONAL,2026-05-23T17:28:36.928352
-38.51,-10.84,12.24,42.99,5.94,1.33,OPERATIONAL,2026-05-23T17:28:38.928352
-36.16,-9.09,13.86,42.89,6.55,1.4,OPERATIONAL,2026-05-23T17:28:40.928352
-33.72,-7.32,15.43,42.83,8.52,1.7,OPERATIONAL,2026-05-23T17:28:42.928352
-31.2,-5.54,16.95,42.78,7.22,1.56,OPERATIONAL,2026-05-23T17:28:44.928352
-28.6,-3.75,18.4,42.73,8.61,1.69,OPERATIONAL,2026-05-23T17:28:46.928352
-25.93,-1.95,19.79,42.63,9.64,2.09,OPERATIONAL,2026-05-23T17:28:48.928352
-23.19,-0.15,21.11,42.54,9.83,2.05,OPERATIONAL,2026-05-23T17:28:50.928352
-20.4,1.65,22.35,42.6,11.38,2.26,OPERATIONAL,2026-05-23T17:28:52.928352
-17.55,3.45,23.51,42.74,11.54,2.37,OPERATIONAL,2026-05-23T17:28:54.928352
-14.66,5.24,24.58,42.8,11.85,2.35,OPERATIONAL,2026-05-23T17:28:56.928352
-11.74,7.02,25.57,42.91,13.39,2.59,OPERATIONAL,2026-05-23T17:28:58.928352
-8.78,8.79,26.46,43.05,14.09,2.82,OPERATIONAL,2026-05-23T17:29:00.928352
-0.58,1.0550000000000002,2.7260000000000004,54.58,43.26,8.83,FAILURE,2026-05-23T17:29:02.928352
-2.81,12.29,27.97,43.15,15.61,2.99,OPERATIONAL,2026-05-23T17:29:04.928352
0.19,14.01,28.57,43.21,16.15,3.03,OPERATIONAL,2026-05-23T17:29:06.928352
3.19,15.71,29.06,43.32,15.27,2.99,OPERATIONAL,2026-05-23T17:29:08.928352
6.18,17.38,29.46,43.41,17.41,3.44,OPERATIONAL,2026-05-23T17:29:10.928352
9.15,19.03,29.75,43.48,16.48,3.34,OPERATIONAL,2026-05-23T17:29:12.928352
1.21,2.065,2.9930000000000003,50.2,46.83,7.7,FAILURE,2026-05-23T17:29:14.928352
15.02,22.23,30.0,81.56,11.63,2.25,WARNING,2026-05-23T17:29:16.928352
17.91,23.78,29.96,43.6,19.89,3.97,OPERATIONAL,2026-05-23T17:29:18.928352
2.075,2.5280000000000005,2.982,55.14,35.33,9.78,FAILURE,2026-05-23T17:29:20.928352
23.54,26.75,29.57,43.7,21.56,4.04,OPERATIONAL,2026-05-23T17:29:22.928352
26.27,28.18,29.21,43.7,9.55,11.65,FAILURE,2026-05-23T17:29:24.928352
28.93,29.56,28.75,43.78,21.68,4.0,OPERATIONAL,2026-05-23T17:29:26.928352
31.52,30.89,28.19,43.84,22.6,4.33,OPERATIONAL,2026-05-23T17:29:28.928352
34.03,32.18,27.52,43.9,22.86,4.45,OPERATIONAL,2026-05-23T17:29:30.928352
36.46,33.41,26.75,44.01,22.63,4.42,OPERATIONAL,2026-05-23T17:29:32.928352
38.8,34.59,25.89,44.14,24.01,4.61,OPERATIONAL,2026-05-23T17:29:34.928352
41.03,35.71,24.94,44.27,23.06,4.36,OPERATIONAL,2026-05-23T17:29:36.928352
43.17,36.78,23.89,44.34,21.62,4.03,OPERATIONAL,2026-05-23T17:29:38.928352
45.2,37.78,22.76,44.44,21.78,4.32,OPERATIONAL,2026-05-23T17:29:40.928352
47.12,38.73,21.55,44.54,23.87,4.57,OPERATIONAL,2026-05-23T17:29:42.928352
48.91,39.62,20.26,44.61,23.39,4.42,OPERATIONAL,2026-05-23T17:29:44.928352
5.059000000000001,4.044,1.8890000000000002,53.79,41.09,7.8,FAILURE,2026-05-23T17:29:46.928352
52.14,41.2,17.46,44.7,21.91,4.17,OPERATIONAL,2026-05-23T17:29:48.928352
53.56,41.89,15.97,44.62,20.67,3.91,OPERATIONAL,2026-05-23T17:29:50.928352
54.84,42.51,14.42,44.71,21.1,3.94,OPERATIONAL,2026-05-23T17:29:52.928352
55.99,43.07,12.81,44.8,20.13,4.02,OPERATIONAL,2026-05-23T17:29:54.928352
57.0,43.55,11.16,44.71,20.38,3.96,OPERATIONAL,2026-05-23T17:29:56.928352
57.86,43.97,9.47,88.97,11.31,2.2,WARNING,2026-05-23T17:29:58.928352
58.58,44.32,7.75,44.71,10.55,14.26,FAILURE,2026-05-23T17:30:00.928352
59.16,44.6,6.0,44.66,16.57,3.15,OPERATIONAL,2026-05-23T17:30:02.928352
59.58,44.8,4.22,44.59,18.2,3.58,OPERATIONAL,2026-05-23T17:30:04.928352
59.86,44.93,2.43,44.5,15.56,2.92,OPERATIONAL,2026-05-23T17:30:06.928352
59.99,45.0,0.64,44.44,14.31,2.73,OPERATIONAL,2026-05-23T17:30:08.928352
59.97,44.98,-1.16,44.34,13.77,2.87,OPERATIONAL,2026-05-23T17:30:10.928352
59.8,44.9,-2.96,44.26,13.43,2.77,OPERATIONAL,2026-05-23T17:30:12.928352
59.48,44.75,-4.74,44.16,12.56,2.65,OPERATIONAL,2026-05-23T17:30:14.928352
59.01,44.52,-6.51,44.11,11.89,2.4,OPERATIONAL,2026-05-23T17:30:16.928352
58.39,44.23,-8.26,44.03,9.93,2.11,OPERATIONAL,2026-05-23T17:30:18.928352
57.62,43.86,-9.97,43.98,10.44,2.2,OPERATIONAL,2026-05-23T17:30:20.928352
56.72,43.42,-11.65,43.92,9.22,2.01,OPERATIONAL,2026-05-23T17:30:22.928352
55.67,42.91,-13.29,43.82,10.81,2.13,OPERATIONAL,2026-05-23T17:30:24.928352
54.48,42.34,-14.87,43.74,10.08,2.07,OPERATIONAL,2026-05-23T17:30:26.928352
53.16,41.69,-16.41,43.66,7.85,1.77,OPERATIONAL,2026-05-23T17:30:28.928352
51.7,40.98,-17.89,43.59,9.46,1.86,OPERATIONAL,2026-05-23T17:30:30.928352
50.11,40.2,-19.3,43.54,7.83,1.74,OPERATIONAL,2026-05-23T17:30:32.928352
48.4,39.36,-20.64,43.43,8.74,1.93,OPERATIONAL,2026-05-23T17:30:34.928352
46.57,38.46,-21.91,43.38,6.01,1.24,OPERATIONAL,2026-05-23T17:30:36.928352
44.62,37.5,-23.1,43.3,6.01,1.19,OPERATIONAL,2026-05-23T17:30:38.928352
42.56,36.47,-24.21,43.2,6.66,1.34,OPERATIONAL,2026-05-23T17:30:40.928352
40.39,35.39,-25.22,43.11,8.13,1.82,OPERATIONAL,2026-05-23T17:30:42.928352
38.12,34.25,-26.15,43.03,8.51,1.65,OPERATIONAL,2026-05-23T17:30:44.928352
35.76,33.05,-26.99,42.97,7.72,1.6,OPERATIONAL,2026-05-23T17:30:46.928352
33.31,31.81,-27.72,42.9,8.66,1.67,OPERATIONAL,2026-05-23T17:30:48.928352
30.77,30.51,-28.36,42.8,7.27,1.42,OPERATIONAL,2026-05-23T17:30:50.928352
2.8160000000000003,2.9160000000000004,-2.89,49.99,45.61,7.69,FAILURE,2026-05-23T17:30:52.928352
25.47,27.77,-29.33,42.8,9.11,13.3,FAILURE,2026-05-23T17:30:54.928352
22.73,26.33,-29.65,42.7,8.61,1.77,OPERATIONAL,2026-05-23T17:30:56.928352
19.92,24.85,-29.87,42.63,9.53,1.97,OPERATIONAL,2026-05-23T17:30:58.928352
17.07,23.33,-29.98,42.72,11.04,2.36,OPERATIONAL,2026-05-23T17:31:00.928352
14.17,21.77,-29.99,42.61,10.24,2.13,OPERATIONAL,2026-05-23T17:31:02.928352
11.24,20.18,-29.88,42.68,10.77,2.32,OPERATIONAL,2026-05-23T17:31:04.928352
8.28,18.55,-29.67,42.82,13.32,2.69,OPERATIONAL,2026-05-23T17:31:06.928352
5.3,16.9,-29.35,42.91,12.46,2.63,OPERATIONAL,2026-05-23T17:31:08.928352
2.31,15.22,-28.93,42.97,14.75,2.85,OPERATIONAL,2026-05-23T17:31:10.928352
-0.69,13.51,-28.4,43.1,14.38,2.84,OPERATIONAL,2026-05-23T17:31:12.928352
-3.69,11.78,-27.77,43.16,15.59,3.03,OPERATIONAL,2026-05-23T17:31:14.928352
-6.68,10.04,-27.04,43.22,15.69,3.13,OPERATIONAL,2026-05-23T17:31:16.928352
-9.65,8.28,-26.21,43.28,16.63,3.31,OPERATIONAL,2026-05-23T17:31:18.928352
-12.6,6.5,-25.29,43.36,17.34,3.41,OPERATIONAL,2026-05-23T17:31:20.928352
-15.51,4.71,-24.28,43.44,20.27,4.03,OPERATIONAL,2026-05-23T17:31:22.928352
-18.39,2.92,-23.18,43.5,20.06,3.74,OPERATIONAL,2026-05-23T17:31:24.928352
-21.22,1.12,-21.99,43.6,19.77,3.81,OPERATIONAL,2026-05-23T17:31:26.928352
-24.0,-0.68,-20.73,43.74,20.38,3.85,OPERATIONAL,2026-05-23T17:31:28.928352
-26.72,-2.48,-19.39,43.83,20.71,4.0,OPERATIONAL,2026-05-23T17:31:30.928352
-29.37,-4.27,-17.98,43.9,23.23,4.39,OPERATIONAL,2026-05-23T17:31:32.928352
-31.95,-6.06,-16.51,44.0,23.22,4.42,OPERATIONAL,2026-05-23T17:31:34.928352
-3.4450000000000003,-0.784,-1.4980000000000002,52.53,46.5,9.68,FAILURE,2026-05-23T17:31:36.928352
-36.86,-9.6,-13.39,44.11,22.53,4.22,OPERATIONAL,2026-05-23T17:31:38.928352
-39.18,-11.35,-11.76,44.26,22.99,4.28,OPERATIONAL,2026-05-23T17:31:40.928352
-41.4,-13.09,-10.08,44.4,22.55,4.31,OPERATIONAL,2026-05-23T17:31:42.928352
-43.52,-14.8,-8.37,44.48,21.58,4.1,OPERATIONAL,2026-05-23T17:31:44.928352
-45.53,-16.48,-6.63,44.6,24.18,4.64,OPERATIONAL,2026-05-23T17:31:46.928352
-47.43,-18.15,-4.86,44.72,21.83,4.23,OPERATIONAL,2026-05-23T17:31:48.928352
-49.2,-19.78,-3.08,44.77,23.86,4.51,OPERATIONAL,2026-05-23T17:31:50.928352
-50.86,-21.38,-1.28,44.92,23.68,4.41,OPERATIONAL,2026-05-23T17:31:52.928352
-52.39,-22.94,0.52,44.97,22.35,4.3,OPERATIONAL,2026-05-23T17:31:54.928352
-53.78,-24.47,2.31,44.9,21.07,4.07,OPERATIONAL,2026-05-23T17:31:56.928352
-55.04,-25.97,4.1,44.85,20.34,4.0,OPERATIONAL,2026-05-23T17:31:58.928352
-56.17,-27.41,5.88,44.75,18.86,3.75,OPERATIONAL,2026-05-23T17:32:00.928352
-57.15,-28.82,7.63,44.69,19.58,3.91,OPERATIONAL,2026-05-23T17:32:02.928352
-57.99,-30.18,9.36,44.63,19.69,3.82,OPERATIONAL,2026-05-23T17:32:04.928352
-58.69,-31.49,11.05,44.77,19.33,3.87,OPERATIONAL,2026-05-23T17:32:06.928352
-59.24,-32.75,12.7,44.7,17.97,3.57,OPERATIONAL,2026-05-23T17:32:08.928352
-59.64,-33.96,14.31,44.63,17.34,3.36,OPERATIONAL,2026-05-23T17:32:10.928352
-59.89,-35.11,15.86,44.57,15.5,2.92,OPERATIONAL,2026-05-23T17:32:12.928352
-60.0,-36.21,17.36,44.51,14.08,2.92,OPERATIONAL,2026-05-23T17:32:14.928352
-59.95,-37.25,18.8,44.42,13.93,2.89,OPERATIONAL,2026-05-23T17:32:16.928352
-59.75,-38.23,20.17,44.36,15.0,2.84,OPERATIONAL,2026-05-23T17:32:18.928352
-59.41,-39.15,21.46,44.31,13.4,2.79,OPERATIONAL,2026-05-23T17:32:20.928352
-58.91,-40.0,22.68,44.23,11.1,2.27,OPERATIONAL,2026-05-23T17:32:22.928352
-58.27,-40.8,23.82,44.12,10.39,2.26,OPERATIONAL,2026-05-23T17:32:24.928352
-57.48,-41.52,24.87,44.02,10.16,2.11,OPERATIONAL,2026-05-23T17:32:26.928352
-56.55,-42.18,25.83,43.96,10.04,2.17,OPERATIONAL,2026-05-23T17:32:28.928352
-55.48,-42.78,26.7,43.9,8.66,1.82,OPERATIONAL,2026-05-23T17:32:30.928352
-54.27,-43.3,27.47,43.82,10.02,2.04,OPERATIONAL,2026-05-23T17:32:32.928352
-52.92,-43.76,28.14,43.71,7.4,1.67,OPERATIONAL,2026-05-23T17:32:34.928352
-5.144,-4.414000000000001,2.872,51.05,38.35,8.79,FAILURE,2026-05-23T17:32:36.928352
-49.83,-44.46,29.19,43.65,8.37,1.8,OPERATIONAL,2026-05-23T17:32:38.928352
-48.1,-44.7,29.55,43.56,6.96,1.39,OPERATIONAL,2026-05-23T17:32:40.928352
-46.25,-44.87,29.81,43.49,8.36,1.71,OPERATIONAL,2026-05-23T17:32:42.928352
-44.28,-44.97,29.96,43.42,8.48,1.73,OPERATIONAL,2026-05-23T17:32:44.928352
-42.2,-45.0,30.0,43.33,8.04,1.61,OPERATIONAL,2026-05-23T17:32:46.928352
-40.02,-44.96,29.93,43.23,7.11,1.56,OPERATIONAL,2026-05-23T17:32:48.928352
-37.73,-44.84,29.76,43.14,7.57,1.73,OPERATIONAL,2026-05-23T17:32:50.928352
-35.35,-44.65,29.48,82.92,11.01,2.19,WARNING,2026-05-23T17:32:52.928352
-32.89,-44.39,29.09,43.03,8.24,1.65,OPERATIONAL,2026-05-23T17:32:54.928352
-30.34,-44.06,28.6,42.97,6.97,1.47,OPERATIONAL,2026-05-23T17:32:56.928352
-27.71,-43.66,28.01,42.97,10.48,11.49,FAILURE,2026-05-23T17:32:58.928352
-25.02,-43.19,27.31,42.87,8.78,1.93,OPERATIONAL,2026-05-23T17:33:00.928352
-22.26,-42.65,26.52,42.81,8.46,1.88,OPERATIONAL,2026-05-23T17:33:02.928352
-19.45,-42.05,25.63,42.73,8.87,1.77,OPERATIONAL,2026-05-23T17:33:04.928352
-16.59,-41.37,24.65,42.62,9.49,1.9,OPERATIONAL,2026-05-23T17:33:06.928352
-13.68,-40.63,23.58,42.67,11.36,2.3,OPERATIONAL,2026-05-23T17:33:08.928352
-10.75,-39.83,22.43,42.75,12.62,2.66,OPERATIONAL,2026-05-23T17:33:10.928352
-7.78,-38.96,21.19,42.84,12.68,2.5,OPERATIONAL,2026-05-23T17:33:12.928352
-4.8,-38.02,19.88,42.98,13.23,2.75,OPERATIONAL,2026-05-23T17:33:14.928352
-1.8,-37.03,18.5,43.1,15.38,3.1,OPERATIONAL,2026-05-23T17:33:16.928352
1.2,-35.98,17.05,43.16,15.84,3.25,OPERATIONAL,2026-05-23T17:33:18.928352
4.19,-34.87,15.54,43.26,15.05,3.05,OPERATIONAL,2026-05-23T17:33:20.928352
7.18,-33.7,13.97,43.33,17.52,3.55,OPERATIONAL,2026-05-23T17:33:22.928352
10.15,-32.49,12.35,43.46,19.14,3.71,OPERATIONAL,2026-05-23T17:33:24.928352
13.09,-31.21,10.69,43.59,17.17,3.33,OPERATIONAL,2026-05-23T17:33:26.928352
16.0,-29.89,8.99,43.66,19.84,3.9,OPERATIONAL,2026-05-23T17:33:28.928352
18.87,-28.52,7.26,43.8,20.38,3.92,OPERATIONAL,2026-05-23T17:33:30.928352
21.69,-27.11,5.5,43.91,19.42,3.84,OPERATIONAL,2026-05-23T17:33:32.928352
24.46,-25.65,3.72,80.98,11.55,2.26,WARNING,2026-05-23T17:33:34.928352
27.17,-24.15,1.93,44.02,22.41,4.21,OPERATIONAL,2026-05-23T17:33:36.928352
29.81,-22.61,0.13,44.11,21.25,4.18,OPERATIONAL,2026-05-23T17:33:38.928352
32.37,-21.04,-1.67,44.17,22.93,4.41,OPERATIONAL,2026-05-23T17:33:40.928352
34.86,-19.43,-3.46,44.27,24.02,4.56,OPERATIONAL,2026-05-23T17:33:42.928352
37.26,-17.79,-5.24,83.47,12.1,2.38,WARNING,2026-05-23T17:33:44.928352
39.56,-16.13,-7.0,44.34,23.6,4.43,OPERATIONAL,2026-05-23T17:33:46.928352
41.76,-14.43,-8.74,44.41,22.93,4.51,OPERATIONAL,2026-05-23T17:33:48.928352
4.387,-1.2720000000000002,-1.044,53.3,46.36,8.05,FAILURE,2026-05-23T17:33:50.928352
45.86,-10.98,-12.11,44.41,9.96,13.62,FAILURE,2026-05-23T17:33:52.928352
47.73,-9.23,-13.74,78.55,11.17,2.14,WARNING,2026-05-23T17:33:54.928352
49.49,-7.46,-15.31,44.5,21.13,4.18,OPERATIONAL,2026-05-23T17:33:56.928352
51.12,-5.68,-16.83,44.56,23.24,4.3,OPERATIONAL,2026-05-23T17:33:58.928352
52.63,-3.89,-18.29,44.66,20.9,4.08,OPERATIONAL,2026-05-23T17:34:00.928352
54.0,-2.09,-19.68,44.6,20.53,3.8,OPERATIONAL,2026-05-23T17:34:02.928352
55.24,-0.29,-21.0,44.72,21.86,4.25,OPERATIONAL,2026-05-23T17:34:04.928352
56.34,1.51,-22.25,44.64,19.08,3.64,OPERATIONAL,2026-05-23T17:34:06.928352
57.3,3.3,-23.42,44.55,19.03,3.81,OPERATIONAL,2026-05-23T17:34:08.928352
58.12,5.09,-24.5,44.49,17.95,3.57,OPERATIONAL,2026-05-23T17:34:10.928352
58.79,6.88,-25.49,44.38,17.37,3.33,OPERATIONAL,2026-05-23T17:34:12.928352
59.32,8.65,-26.4,44.32,16.62,3.12,OPERATIONAL,2026-05-23T17:34:14.928352
59.69,10.41,-27.2,44.2,17.77,3.47,OPERATIONAL,2026-05-23T17:34:16.928352
59.92,12.15,-27.91,44.14,16.38,3.21,OPERATIONAL,2026-05-23T17:34:18.928352
60.0,13.88,-28.52,44.05,14.49,2.86,OPERATIONAL,2026-05-23T17:34:20.928352
59.93,15.58,-29.03,43.97,13.96,2.71,OPERATIONAL,2026-05-23T17:34:22.928352
59.71,17.25,-29.43,43.9,14.7,2.96,OPERATIONAL,2026-05-23T17:34:24.928352
59.33,18.9,-29.73,43.81,13.77,2.72,OPERATIONAL,2026-05-23T17:34:26.928352
58.81,20.52,-29.92,43.72,12.48,2.43,OPERATIONAL,2026-05-23T17:34:28.928352
58.15,22.1,-30.0,43.67,11.25,2.42,OPERATIONAL,2026-05-23T17:34:30.928352
5.734000000000001,2.3649999999999998,-2.997,54.27,47.89,7.55,FAILURE,2026-05-23T17:34:32.928352
56.38,25.17,-29.84,43.59,10.18,2.2,OPERATIONAL,2026-05-23T17:34:34.928352
55.28,26.64,-29.59,43.51,8.43,1.63,OPERATIONAL,2026-05-23T17:34:36.928352
54.05,28.07,-29.25,43.4,9.82,2.06,OPERATIONAL,2026-05-23T17:34:38.928352
52.68,29.45,-28.79,43.3,9.03,2.02,OPERATIONAL,2026-05-23T17:34:40.928352
51.18,30.79,-28.23,43.21,8.29,1.72,OPERATIONAL,2026-05-23T17:34:42.928352
49.55,32.08,-27.58,43.15,7.83,1.73,OPERATIONAL,2026-05-23T17:34:44.928352
47.8,33.31,-26.82,43.09,8.47,1.92,OPERATIONAL,2026-05-23T17:34:46.928352
45.92,34.5,-25.96,43.03,8.53,1.66,OPERATIONAL,2026-05-23T17:34:48.928352
43.94,35.62,-25.01,42.97,6.49,1.32,OPERATIONAL,2026-05-23T17:34:50.928352
41.84,36.69,-23.98,42.89,5.57,1.4,OPERATIONAL,2026-05-23T17:34:52.928352
39.64,37.71,-22.85,42.79,8.56,1.9,OPERATIONAL,2026-05-23T17:34:54.928352
37.34,38.66,-21.65,42.73,7.04,1.38,OPERATIONAL,2026-05-23T17:34:56.928352
34.94,39.55,-20.36,42.62,8.64,1.85,OPERATIONAL,2026-05-23T17:34:58.928352
32.46,40.38,-19.0,42.55,9.2,1.97,OPERATIONAL,2026-05-23T17:35:00.928352
29.9,41.14,-17.58,79.51,11.38,2.29,WARNING,2026-05-23T17:35:02.928352
27.26,41.83,-16.09,42.49,9.98,2.05,OPERATIONAL,2026-05-23T17:35:04.928352
24.56,42.46,-14.54,42.38,8.63,1.76,OPERATIONAL,2026-05-23T17:35:06.928352
2.179,4.303,-1.294,52.79,35.9,8.85,FAILURE,2026-05-23T17:35:08.928352
18.97,43.52,-11.29,42.49,11.1,2.24,OPERATIONAL,2026-05-23T17:35:10.928352
16.1,43.94,-9.61,42.54,11.19,2.32,OPERATIONAL,2026-05-23T17:35:12.928352
13.19,44.29,-7.89,42.62,11.23,2.13,OPERATIONAL,2026-05-23T17:35:14.928352
10.25,44.58,-6.14,42.68,11.99,2.37,OPERATIONAL,2026-05-23T17:35:16.928352
7.28,44.79,-4.36,42.81,14.37,2.71,OPERATIONAL,2026-05-23T17:35:18.928352
4.3,44.93,-2.58,84.64,12.07,2.39,WARNING,2026-05-23T17:35:20.928352
1.3,44.99,-0.78,83.4,11.71,2.32,WARNING,2026-05-23T17:35:22.928352
-1.7,44.99,1.02,42.9,15.18,2.96,OPERATIONAL,2026-05-23T17:35:24.928352
-0.47000000000000003,4.491,0.282,53.9,42.86,8.61,FAILURE,2026-05-23T17:35:26.928352
-7.68,44.76,4.6,43.0,17.06,3.46,OPERATIONAL,2026-05-23T17:35:28.928352
-10.64,44.54,6.37,43.06,16.59,3.31,OPERATIONAL,2026-05-23T17:35:30.928352
-13.58,44.25,8.12,43.18,18.5,3.61,OPERATIONAL,2026-05-23T17:35:32.928352
-16.49,43.89,9.83,43.28,19.38,3.76,OPERATIONAL,2026-05-23T17:35:34.928352
-19.35,43.46,11.52,89.64,12.29,2.36,WARNING,2026-05-23T17:35:36.928352
-22.16,42.95,13.16,43.37,19.93,3.95,OPERATIONAL,2026-05-23T17:35:38.928352
-24.92,42.38,14.75,43.47,21.67,4.15,OPERATIONAL,2026-05-23T17:35:40.928352
-27.62,41.75,16.29,43.61,22.63,4.43,OPERATIONAL,2026-05-23T17:35:42.928352
-30.25,41.04,17.77,43.71,20.98,3.92,OPERATIONAL,2026-05-23T17:35:44.928352
-32.8,40.27,19.19,43.85,22.94,4.29,OPERATIONAL,2026-05-23T17:35:46.928352
-35.27,39.43,20.54,43.98,23.09,4.54,OPERATIONAL,2026-05-23T17:35:48.928352
-37.65,38.54,21.81,44.07,23.69,4.38,OPERATIONAL,2026-05-23T17:35:50.928352
-39.94,37.57,23.01,44.16,22.2,4.36,OPERATIONAL,2026-05-23T17:35:52.928352
-42.13,36.55,24.12,44.24,23.94,4.62,OPERATIONAL,2026-05-23T17:35:54.928352
-44.21,35.48,25.15,44.36,23.27,4.44,OPERATIONAL,2026-05-23T17:35:56.928352
-46.18,34.34,26.08,44.46,23.19,4.55,OPERATIONAL,2026-05-23T17:35:58.928352
-48.04,33.15,26.92,44.51,23.24,4.47,OPERATIONAL,2026-05-23T17:36:00.928352
-49.77,31.91,27.67,44.62,23.56,4.64,OPERATIONAL,2026-05-23T17:36:02.928352
-51.39,30.61,28.31,44.7,21.47,3.99,OPERATIONAL,2026-05-23T17:36:04.928352
-52.87,29.27,28.86,44.6,20.6,3.88,OPERATIONAL,2026-05-23T17:36:06.928352
-54.22,27.88,29.3,86.19,12.77,2.54,WARNING,2026-05-23T17:36:08.928352
-55.44,26.44,29.63,44.72,20.27,4.01,OPERATIONAL,2026-05-23T17:36:10.928352
-56.52,24.97,29.86,44.67,20.09,3.73,OPERATIONAL,2026-05-23T17:36:12.928352
-57.45,23.45,29.98,44.73,19.97,3.95,OPERATIONAL,2026-05-23T17:36:14.928352
-58.24,21.89,29.99,44.62,20.09,3.87,OPERATIONAL,2026-05-23T17:36:16.928352
-58.89,20.3,29.9,44.52,17.31,3.37,OPERATIONAL,2026-05-23T17:36:18.928352
-59.39,18.68,29.69,44.41,16.6,3.16,OPERATIONAL,2026-05-23T17:36:20.928352
-59.74,17.03,29.38,44.34,17.64,3.28,OPERATIONAL,2026-05-23T17:36:22.928352
-59.95,15.35,28.97,44.24,14.41,2.93,OPERATIONAL,2026-05-23T17:36:24.928352
-60.0,13.65,28.45,44.14,14.02,2.74,OPERATIONAL,2026-05-23T17:36:26.928352
-59.9,11.92,27.82,44.08,14.84,3.03,OPERATIONAL,2026-05-23T17:36:28.928352
-5.965,1.018,2.7100000000000004,50.15,47.2,8.69,FAILURE,2026-05-23T17:36:30.928352
-59.26,8.42,26.28,43.97,12.14,2.31,OPERATIONAL,2026-05-23T17:36:32.928352
-58.71,6.64,25.37,43.85,11.41,2.27,OPERATIONAL,2026-05-23T17:36:34.928352
-58.02,4.86,24.36,43.78,10.52,2.07,OPERATIONAL,2026-05-23T17:36:36.928352
-57.18,3.06,23.27,43.72,10.87,2.12,OPERATIONAL,2026-05-23T17:36:38.928352
-56.21,1.27,22.09,43.65,8.46,1.9,OPERATIONAL,2026-05-23T17:36:40.928352
-55.09,-0.53,20.83,43.59,9.59,2.06,OPERATIONAL,2026-05-23T17:36:42.928352
-53.83,-2.33,19.5,43.52,7.53,1.48,OPERATIONAL,2026-05-23T17:36:44.928352
-52.44,-4.13,18.1,43.41,8.99,1.96,OPERATIONAL,2026-05-23T17:36:46.928352
-50.91,-5.92,16.63,43.32,6.71,1.51,OPERATIONAL,2026-05-23T17:36:48.928352
-49.26,-7.7,15.1,43.2,8.6,1.91,OPERATIONAL,2026-05-23T17:36:50.928352
-47.49,-9.46,13.52,43.09,8.39,1.76,OPERATIONAL,2026-05-23T17:36:52.928352
-45.6,-11.21,11.89,42.98,6.53,1.55,OPERATIONAL,2026-05-23T17:36:54.928352
-43.59,-12.95,10.22,42.89,8.31,1.66,OPERATIONAL,2026-05-23T17:36:56.928352
-41.48,-14.66,8.51,42.81,6.84,1.61,OPERATIONAL,2026-05-23T17:36:58.928352
